Event Count,location,Event duration
2683,"{'latitude': 18.559791666666666, 'longitude': 82.20870833333333}",336.111
2684,"{'latitude': 19.27718, 'longitude': 82.23867}",320.334
2685,"{'latitude': 18.866168000000002, 'longitude': 82.5703532}",803.889
2686,"{'latitude': 19.049151666666667, 'longitude': 82.55338666666667}",483.555
2687,"{'latitude': 21.6853104, 'longitude': 87.4154309}",352.497
2688,"{'latitude': 22.2215571, 'longitude': 84.8066443}",443.166
2689,"{'latitude': 21.736533333333334, 'longitude': 86.851285}",321.415
2690,"{'latitude': 20.563076666666667, 'longitude': 82.643645}",1122.333
2691,"{'latitude': 19.2150036, 'longitude': 83.6652438}",342
2692,"{'latitude': 18.2310349, 'longitude': 82.0842695}",399
2693,"{'latitude': 20.3816561, 'longitude': 82.6883408}",351
2694,"{'latitude': 18.751921666666668, 'longitude': 82.43038333333334}",527.777
2695,"{'latitude': 20.3215131, 'longitude': 86.5210651}",535.332
2696,"{'latitude': 18.9674289, 'longitude': 84.1588942}",422.556
2697,"{'latitude': 20.1218913, 'longitude': 86.3287505}",320
2698,"{'latitude': 22.2926087, 'longitude': 84.1055822}",698.165
2699,"{'latitude': 20.7284674, 'longitude': 85.9477563}",385.163
2700,"{'latitude': 19.847931666666668, 'longitude': 82.49130333333333}",310.611
2701,"{'latitude': 20.437746, 'longitude': 86.1726512}",347.83
2702,"{'latitude': 22.0681839, 'longitude': 86.6499522}",399.249
2703,"{'latitude': 21.0300555, 'longitude': 83.8103605}",377.669
2704,"{'latitude': 22.1610274, 'longitude': 86.4030105}",390.502
2705,"{'latitude': 20.8076886, 'longitude': 82.5357665}",1030.166
2706,"{'latitude': 20.8077676, 'longitude': 82.535758}",427.193
2707,"{'latitude': 20.4781697, 'longitude': 86.4469382}",320.415
2708,"{'latitude': 20.3543482, 'longitude': 86.1381883}",400
2709,"{'latitude': 21.407785, 'longitude': 86.46949}",1552.083
2710,"{'latitude': 20.8075144, 'longitude': 82.535656}",474.583
2711,"{'latitude': 20.7077689, 'longitude': 83.1319809}",1246.552
2712,"{'latitude': 18.7517, 'longitude': 82.43089166666667}",431.444
2713,"{'latitude': 22.2393478, 'longitude': 86.2969473}",330
2714,"{'latitude': 22.2227232, 'longitude': 84.8668181}",317
2715,"{'latitude': 22.0637227, 'longitude': 86.6493418}",420
2716,"{'latitude': 20.3215021, 'longitude': 86.5210727}",520
2717,"{'latitude': 20.7050336, 'longitude': 83.4848244}",394.692
2718,"{'latitude': 19.277095, 'longitude': 82.2387}",1049.556
2719,"{'latitude': 21.0775207, 'longitude': 85.576931}",414.664
2720,"{'latitude': 19.097185, 'longitude': 83.80603833333333}",490.361
2721,"{'latitude': 19.833355, 'longitude': 83.456915}",308.556
2722,"{'latitude': 21.6994304, 'longitude': 87.0598144}",461.079
2723,"{'latitude': 22.3887558, 'longitude': 86.0841213}",307
2724,"{'latitude': 20.9178698, 'longitude': 83.4224785}",816.587
2725,"{'latitude': 21.1242716, 'longitude': 82.6735525}",883.081
2726,"{'latitude': 22.2461306, 'longitude': 84.8815818}",441
2727,"{'latitude': 21.3376505, 'longitude': 83.621492}",614.663
2728,"{'latitude': 20.5024071, 'longitude': 82.671428}",529.417
2729,"{'latitude': 21.5163759, 'longitude': 86.5279919}",610
2730,"{'latitude': 21.0748394, 'longitude': 84.3549878}",474.5
2731,"{'latitude': 20.6343316, 'longitude': 86.0354631}",330
2732,"{'latitude': 22.1518046, 'longitude': 84.1047995}",480.666
2733,"{'latitude': 20.6851128, 'longitude': 83.4738381}",441.1
2734,"{'latitude': 18.742259400000002, 'longitude': 83.0543598}",334.335
2735,"{'latitude': 22.2456211, 'longitude': 84.883873}",308.498
2736,"{'latitude': 20.450089, 'longitude': 85.9266004}",540.251
2737,"{'latitude': 20.4772706, 'longitude': 86.4482717}",577
2738,"{'latitude': 19.350211, 'longitude': 83.7861799}",312.555
2739,"{'latitude': 18.5629464, 'longitude': 82.7377339}",628
2740,"{'latitude': 21.0008302, 'longitude': 83.0768383}",751.032
2741,"{'latitude': 20.7003569, 'longitude': 83.5004716}",651.664
2742,"{'latitude': 20.8238647, 'longitude': 83.9125243}",441
2743,"{'latitude': 22.4391782, 'longitude': 86.1633128}",380.249
2744,"{'latitude': 21.2210946, 'longitude': 86.55981009999999}",627.257
2745,"{'latitude': 20.6133688, 'longitude': 86.0608452}",411
2746,"{'latitude': 20.807676666666666, 'longitude': 82.53594166666667}",302.667
2747,"{'latitude': 18.812951666666667, 'longitude': 82.71295333333333}",1340.445
2748,"{'latitude': 18.956305, 'longitude': 82.78099833333333}",412
2749,"{'latitude': 18.562919, 'longitude': 82.7377169}",415.667
2750,"{'latitude': 22.1229885, 'longitude': 84.0429547}",499
2751,"{'latitude': 17.81701, 'longitude': 81.40436}",372.444
2752,"{'latitude': 19.718022, 'longitude': 82.3702605}",701.667
2753,"{'latitude': 20.8061511, 'longitude': 86.258112}",567.581
2754,"{'latitude': 21.3403498, 'longitude': 83.5559339}",733.419
2755,"{'latitude': 22.2461151, 'longitude': 84.8819465}",811
2756,"{'latitude': 20.6132655, 'longitude': 86.3467351}",609.751
2757,"{'latitude': 22.5248061, 'longitude': 83.9926222}",1884.415
2758,"{'latitude': 22.0637161, 'longitude': 86.6493742}",317.581
2759,"{'latitude': 21.520076666666668, 'longitude': 86.15554833333333}",370.672
2760,"{'latitude': 18.5650483, 'longitude': 82.7393686}",301.667
2761,"{'latitude': 21.520051666666667, 'longitude': 86.87888166666667}",315.705
2762,"{'latitude': 20.9971382, 'longitude': 86.6458693}",334.205
2763,"{'latitude': 21.921835, 'longitude': 86.73990666666667}",691.415
2764,"{'latitude': 20.8379691, 'longitude': 86.3157049}",327
2765,"{'latitude': 22.0636643, 'longitude': 86.6493581}",494
2766,"{'latitude': 21.5900246, 'longitude': 87.0908228}",597.502
2767,"{'latitude': 21.5204332, 'longitude': 86.1565589}",350.834
2768,"{'latitude': 20.7106087, 'longitude': 83.122161}",1956.331
2769,"{'latitude': 21.3423029, 'longitude': 83.6070612}",454.312
2770,"{'latitude': 21.557745099999998, 'longitude': 87.1834091}",358.913
2771,"{'latitude': 20.6365785, 'longitude': 86.3340173}",306.502
2772,"{'latitude': 19.2315251, 'longitude': 82.5489942}",316.255
2773,"{'latitude': 20.7012408, 'longitude': 86.1338358}",924.672
2774,"{'latitude': 20.5020729, 'longitude': 85.762018}",514.076
2775,"{'latitude': 20.7386237, 'longitude': 84.1810905}",390
2776,"{'latitude': 20.9659246, 'longitude': 86.0806547}",320.165
2777,"{'latitude': 20.9413445, 'longitude': 85.4119546}",310.498
2778,"{'latitude': 20.9975841, 'longitude': 83.0612286}",1081.412
2779,"{'latitude': 19.22368, 'longitude': 82.27346833333333}",338.111
2780,"{'latitude': 21.0773297, 'longitude': 85.5768377}",380
2781,"{'latitude': 18.3645857, 'longitude': 81.8919429}",666.376
2782,"{'latitude': 22.1850637, 'longitude': 86.1150088}",316.419
2783,"{'latitude': 19.2517846, 'longitude': 83.9742576}",353.778
2784,"{'latitude': 18.866146666666666, 'longitude': 82.57041833333334}",1312
2785,"{'latitude': 21.3406162, 'longitude': 83.5559427}",997.246
2786,"{'latitude': 20.6851219, 'longitude': 83.4738599}",513
2787,"{'latitude': 20.1643286, 'longitude': 86.4324993}",327.331
2788,"{'latitude': 18.9587934, 'longitude': 84.2246647}",422.556
2789,"{'latitude': 21.542431, 'longitude': 84.6502934}",1162.163
2790,"{'latitude': 22.5248061, 'longitude': 83.9926222}",1563.334
2791,"{'latitude': 21.516428333333334, 'longitude': 86.52791833333333}",330.494
2792,"{'latitude': 20.5209993, 'longitude': 86.4243102}",494
2793,"{'latitude': 19.237908333333333, 'longitude': 83.82228666666667}",342
2794,"{'latitude': 18.980211666666666, 'longitude': 84.02040166666667}",444.222
2795,"{'latitude': 21.6991501, 'longitude': 87.060421}",359.257
2796,"{'latitude': 18.865171666666665, 'longitude': 82.57303}",523.334
2797,"{'latitude': 20.9024011, 'longitude': 82.51027}",2701
2798,"{'latitude': 21.5166969, 'longitude': 86.5274267}",341
2799,"{'latitude': 18.863611666666667, 'longitude': 83.88273666666667}",649.388
2800,"{'latitude': 21.2766193, 'longitude': 83.6227555}",389.585
2801,"{'latitude': 19.6139569, 'longitude': 83.5484354}",365.556
2802,"{'latitude': 21.5164131, 'longitude': 86.527934}",374
2803,"{'latitude': 20.9702331, 'longitude': 83.2611373}",318
2804,"{'latitude': 21.516446666666667, 'longitude': 86.52787333333333}",434.498
2805,"{'latitude': 18.227768333333334, 'longitude': 82.05995666666666}",342
2806,"{'latitude': 19.57958, 'longitude': 83.7441738}",360
2807,"{'latitude': 20.896228, 'longitude': 82.5102211}",3236.748
2808,"{'latitude': 20.1143643, 'longitude': 82.4362484}",477
2809,"{'latitude': 20.4433293, 'longitude': 83.3588355}",538.5
2810,"{'latitude': 20.488954, 'longitude': 86.2877903}",454.332
2811,"{'latitude': 19.343598, 'longitude': 83.5938039}",835.001
2812,"{'latitude': 20.6379152, 'longitude': 86.3350668}",914.168
2813,"{'latitude': 20.8193228, 'longitude': 86.2015776}",560.25
2814,"{'latitude': 21.6319327, 'longitude': 83.6096687}",326.5
2815,"{'latitude': 20.7007717, 'longitude': 86.1336721}",369.996
2816,"{'latitude': 19.8861097, 'longitude': 82.0742966}",342
2817,"{'latitude': 22.1361896, 'longitude': 84.4236792}",352
2818,"{'latitude': 19.16787666666667, 'longitude': 83.40829333333333}",644.667
2819,"{'latitude': 20.7301094, 'longitude': 86.6989031}",348.83
2820,"{'latitude': 20.502332, 'longitude': 82.6714906}",315
2821,"{'latitude': 19.3405856, 'longitude': 82.5143277}",611.223
2822,"{'latitude': 20.3212653, 'longitude': 86.5206606}",410
2823,"{'latitude': 20.125024, 'longitude': 86.0720928}",331.17
2824,"{'latitude': 20.5917813, 'longitude': 82.9634208}",668
2825,"{'latitude': 18.8166115, 'longitude': 82.7122686}",312.555
2826,"{'latitude': 18.866055, 'longitude': 82.57056}",1175.334
2827,"{'latitude': 22.1040451, 'longitude': 86.762759}",308.328
2828,"{'latitude': 20.8108452, 'longitude': 86.5185987}",430.502
2829,"{'latitude': 20.4000903, 'longitude': 86.349469}",422.419
2830,"{'latitude': 21.4402068, 'longitude': 86.3440901}",411.668
2831,"{'latitude': 20.8077638, 'longitude': 82.5357801}",485.421
2832,"{'latitude': 18.0727648, 'longitude': 81.7496542}",380.792
2833,"{'latitude': 20.5917813, 'longitude': 82.9634208}",402
2834,"{'latitude': 21.33764, 'longitude': 83.6215259}",1097.312
2835,"{'latitude': 18.955838333333332, 'longitude': 82.78097}",327.444
2836,"{'latitude': 21.5326586, 'longitude': 86.6547438}",330.498
2837,"{'latitude': 22.1416005, 'longitude': 86.2349275}",316.747
2838,"{'latitude': 19.906205, 'longitude': 83.16171833333334}",2024.445
2839,"{'latitude': 18.1714814, 'longitude': 81.5417733}",393.111
2840,"{'latitude': 20.8292255, 'longitude': 83.6066719}",352
2841,"{'latitude': 19.6661814, 'longitude': 82.2063105}",1875.111
2842,"{'latitude': 20.7886061, 'longitude': 82.538639}",401.166
2843,"{'latitude': 22.1041116, 'longitude': 86.7627369}",380.921
2844,"{'latitude': 21.5433799, 'longitude': 84.9913694}",928.336
2845,"{'latitude': 20.8263484, 'longitude': 83.9196196}",360.5
2846,"{'latitude': 20.4580873, 'longitude': 85.8815639}",362.452
2847,"{'latitude': 19.16803, 'longitude': 83.40779}",302.667
2848,"{'latitude': 20.6735839, 'longitude': 86.3537253}",301.747
2849,"{'latitude': 21.2487962, 'longitude': 83.5053264}",343.749
2850,"{'latitude': 19.4889258, 'longitude': 84.1792344}",308.556
2851,"{'latitude': 19.3370614, 'longitude': 83.4222243}",351.888
2852,"{'latitude': 22.0636326, 'longitude': 86.6493861}",351.751
2853,"{'latitude': 20.7206542, 'longitude': 86.5726989}",359.257
2854,"{'latitude': 20.7168478, 'longitude': 85.5316681}",382.834
2855,"{'latitude': 21.1002506, 'longitude': 83.6892222}",301.17
2856,"{'latitude': 18.9591464, 'longitude': 84.2246357}",404.889
2857,"{'latitude': 20.7723032, 'longitude': 85.4012563}",461
2858,"{'latitude': 21.516558333333332, 'longitude': 86.52852833333333}",364.002
2859,"{'latitude': 18.8763067, 'longitude': 82.5622787}",355.546
2860,"{'latitude': 21.8639002, 'longitude': 86.0237772}",307
2861,"{'latitude': 20.9296441, 'longitude': 86.5598061}",355.954
2862,"{'latitude': 19.488686666666666, 'longitude': 84.17946833333333}",729.222
2863,"{'latitude': 21.0006425, 'longitude': 83.0769039}",466.376
2864,"{'latitude': 20.8429799, 'longitude': 83.9094124}",516.67
2865,"{'latitude': 21.2467477, 'longitude': 83.7064462}",796.169
2866,"{'latitude': 18.5520475, 'longitude': 82.2062556}",487.516
2867,"{'latitude': 21.0439801, 'longitude': 83.5522114}",494.24
2868,"{'latitude': 20.5676433, 'longitude': 85.9504428}",490.662
2869,"{'latitude': 21.747951, 'longitude': 84.3510326}",406.415
2870,"{'latitude': 20.9023818, 'longitude': 82.5091912}",468.919
2871,"{'latitude': 20.8494618, 'longitude': 86.3303794}",337.664
2872,"{'latitude': 20.541831666666667, 'longitude': 82.65446666666666}",456
2873,"{'latitude': 19.663866666666667, 'longitude': 82.45679}",501.222
2874,"{'latitude': 19.276638900000002, 'longitude': 82.2393542}",404.889
2875,"{'latitude': 21.3374949, 'longitude': 83.6216844}",401
2876,"{'latitude': 19.238503, 'longitude': 83.8219412}",347.889
2877,"{'latitude': 21.5430878, 'longitude': 84.9910787}",330.332
2878,"{'latitude': 22.2926186, 'longitude': 84.1055857}",349.419
2879,"{'latitude': 18.36105, 'longitude': 81.890195}",302.667
2880,"{'latitude': 18.7519214, 'longitude': 82.4304172}",336.111
2881,"{'latitude': 21.0798955, 'longitude': 84.3620061}",377.5
2882,"{'latitude': 21.0624861, 'longitude': 82.7929264}",321.417
2883,"{'latitude': 21.191404, 'longitude': 83.5869747}",614.688
2884,"{'latitude': 19.4908643, 'longitude': 83.5005118}",410.778
2885,"{'latitude': 21.0682888, 'longitude': 85.5714719}",348.83
2886,"{'latitude': 19.3404546, 'longitude': 82.5133827}",456
2887,"{'latitude': 21.4335281, 'longitude': 85.1925115}",311
2888,"{'latitude': 20.9872816, 'longitude': 85.9888067}",522
2889,"{'latitude': 19.7179141, 'longitude': 82.3699891}",326.223
2890,"{'latitude': 20.2736662, 'longitude': 86.3870066}",1131.834
2891,"{'latitude': 21.0300537, 'longitude': 83.8103783}",429.666
2892,"{'latitude': 19.1232439, 'longitude': 83.2063106}",606.02
2893,"{'latitude': 18.8667858, 'longitude': 82.5692242}",1446.001
2894,"{'latitude': 20.3136516, 'longitude': 86.2556189}",415.162
2895,"{'latitude': 21.3711075, 'longitude': 83.7836367}",399.417
2896,"{'latitude': 21.2583467, 'longitude': 84.5408214}",515.504
2897,"{'latitude': 19.3007573, 'longitude': 83.293732}",308.556
2898,"{'latitude': 21.4362123, 'longitude': 86.2992218}",340.411
2899,"{'latitude': 20.7179692, 'longitude': 83.29562}",440.223
2900,"{'latitude': 21.407488333333333, 'longitude': 86.47042666666667}",618.253
2901,"{'latitude': 20.0694619, 'longitude': 82.5735294}",370
2902,"{'latitude': 20.7885846, 'longitude': 82.5386543}",444
2903,"{'latitude': 18.7036242, 'longitude': 82.3963337}",320.334
2904,"{'latitude': 22.025312, 'longitude': 86.9455351}",474.166
2905,"{'latitude': 21.1913154, 'longitude': 83.5870904}",410.032
2906,"{'latitude': 19.646778333333334, 'longitude': 82.23273}",312.555
2907,"{'latitude': 20.5042124, 'longitude': 85.2156903}",349.498
2908,"{'latitude': 21.563625000000002, 'longitude': 83.5112577}",600.75
2909,"{'latitude': 18.3609899, 'longitude': 81.913915}",736.136
2910,"{'latitude': 18.3515365, 'longitude': 81.8837613}",425.208
2911,"{'latitude': 21.0452529, 'longitude': 83.5523368}",437.38
2912,"{'latitude': 21.1686723, 'longitude': 83.752204}",311.16
2913,"{'latitude': 21.6831656, 'longitude': 87.0688552}",360
2914,"{'latitude': 20.7359885, 'longitude': 86.6634826}",340.498
2915,"{'latitude': 20.5024091, 'longitude': 82.6714506}",441.251
2916,"{'latitude': 22.2031046, 'longitude': 86.308663}",504.913
2917,"{'latitude': 18.00202833333333, 'longitude': 81.68687833333334}",342
2918,"{'latitude': 22.1368506, 'longitude': 84.4231489}",309.5
2919,"{'latitude': 19.62551, 'longitude': 83.49201666666667}",324.333
2920,"{'latitude': 20.5701063, 'longitude': 85.8924516}",410
2921,"{'latitude': 20.859993, 'longitude': 85.332151}",667.336
2922,"{'latitude': 19.71782, 'longitude': 82.37057}",485.445
2923,"{'latitude': 20.7758154, 'longitude': 85.3776241}",307.498
2924,"{'latitude': 22.1518519, 'longitude': 84.1048189}",783.166
2925,"{'latitude': 20.8499501, 'longitude': 86.3287722}",439
2926,"{'latitude': 20.6002575, 'longitude': 84.4151989}",303.583
2927,"{'latitude': 21.725523, 'longitude': 86.7410356}",729
2928,"{'latitude': 20.374411666666667, 'longitude': 82.69836}",896.223
2929,"{'latitude': 18.3646338, 'longitude': 81.8923879}",301.032
2930,"{'latitude': 21.9270623, 'longitude': 85.8349307}",542.585
2931,"{'latitude': 19.352571666666666, 'longitude': 83.78301333333333}",312.555
2932,"{'latitude': 18.3645967, 'longitude': 81.8919737}",321.652
2933,"{'latitude': 20.4418864, 'longitude': 83.3455583}",369.087
2934,"{'latitude': 19.3299187, 'longitude': 83.1301482}",399
2935,"{'latitude': 20.5918155, 'longitude': 82.9634544}",906
2936,"{'latitude': 19.295545, 'longitude': 82.72292833333333}",371.445
2937,"{'latitude': 21.8430358, 'longitude': 86.9456919}",342.272
2938,"{'latitude': 21.0071661, 'longitude': 83.7135677}",300
2939,"{'latitude': 20.5157459, 'longitude': 86.4015412}",544.415
2940,"{'latitude': 21.070665, 'longitude': 84.4037264}",301.336
2941,"{'latitude': 20.9889543, 'longitude': 86.4182845}",370.837
2942,"{'latitude': 20.7693482, 'longitude': 86.1527719}",472.83
2943,"{'latitude': 19.649741666666667, 'longitude': 82.22881}",575.889
2944,"{'latitude': 20.7690168, 'longitude': 86.1525701}",496
2945,"{'latitude': 21.2582348, 'longitude': 84.5407963}",673.668
2946,"{'latitude': 21.0141495, 'longitude': 83.2116552}",493
2947,"{'latitude': 21.1225789, 'longitude': 86.7497916}",381.249
2948,"{'latitude': 21.0014576, 'longitude': 83.0596088}",626.731
2949,"{'latitude': 18.61882333333333, 'longitude': 82.59229833333333}",360.477
2950,"{'latitude': 22.1143824, 'longitude': 84.394006}",347.5
2951,"{'latitude': 21.5851088, 'longitude': 83.417063}",310.5
2952,"{'latitude': 21.2765861, 'longitude': 86.6144759}",411
2953,"{'latitude': 19.7185, 'longitude': 82.370005}",342
2954,"{'latitude': 22.1230196, 'longitude': 84.0429384}",307
2955,"{'latitude': 18.3610896, 'longitude': 81.9136417}",573.724
2956,"{'latitude': 19.181495, 'longitude': 82.55633666666667}",365.556
2957,"{'latitude': 20.7079282, 'longitude': 83.1321572}",302.667
2958,"{'latitude': 21.6381614, 'longitude': 84.044902}",359
2959,"{'latitude': 20.3880786, 'longitude': 85.551296}",330
2960,"{'latitude': 20.3435544, 'longitude': 82.9032306}",400.998
2961,"{'latitude': 19.277001666666667, 'longitude': 82.238585}",560.112
2962,"{'latitude': 21.343044, 'longitude': 83.6254811}",302.036
2963,"{'latitude': 19.514171666666666, 'longitude': 83.50613666666666}",422.556
2964,"{'latitude': 18.364637, 'longitude': 81.8924541}",357.448
2965,"{'latitude': 20.296876666666666, 'longitude': 82.75624166666667}",787.667
2966,"{'latitude': 21.6330628, 'longitude': 84.047723}",301.91
2967,"{'latitude': 20.997881, 'longitude': 83.0612987}",865.579
2968,"{'latitude': 21.6383426, 'longitude': 84.0449782}",318
2969,"{'latitude': 21.0008126, 'longitude': 83.0769101}",2481.076
2970,"{'latitude': 21.0097713, 'longitude': 83.1785914}",700.419
2971,"{'latitude': 21.5211555, 'longitude': 86.1566374}",308.498
2972,"{'latitude': 19.238546666666668, 'longitude': 83.82212166666666}",308.556
2973,"{'latitude': 19.1686781, 'longitude': 83.407503}",691
2974,"{'latitude': 20.3214806, 'longitude': 86.5210057}",380.913
2975,"{'latitude': 18.0691452, 'longitude': 81.7469249}",513
2976,"{'latitude': 21.2328893, 'longitude': 83.2756245}",381.085
2977,"{'latitude': 21.9246707, 'longitude': 85.8661147}",474
2978,"{'latitude': 20.8414731, 'longitude': 85.0970087}",486.754
2979,"{'latitude': 19.3404398, 'longitude': 82.5133633}",422.556
2980,"{'latitude': 22.119791, 'longitude': 84.0375522}",515.494
2981,"{'latitude': 21.0279687, 'longitude': 85.7461006}",442.998
2982,"{'latitude': 22.0638726, 'longitude': 86.6493597}",317.253
2983,"{'latitude': 18.618313333333333, 'longitude': 82.59256166666667}",342
2984,"{'latitude': 20.2103705, 'longitude': 82.4903413}",358
2985,"{'latitude': 19.6653506, 'longitude': 82.2066284}",524.778
2986,"{'latitude': 20.8627185, 'longitude': 84.2562261}",352.668
2987,"{'latitude': 21.3376114, 'longitude': 83.6217512}",1125.104
2988,"{'latitude': 22.350005, 'longitude': 86.2315868}",431.502
2989,"{'latitude': 21.5164707, 'longitude': 86.5278261}",506.581
2990,"{'latitude': 19.060735, 'longitude': 82.83244333333333}",360.667
2991,"{'latitude': 22.2116651, 'longitude': 86.554616}",307.585
2992,"{'latitude': 20.8413803, 'longitude': 85.096995}",401
2993,"{'latitude': 21.337616666666666, 'longitude': 83.62171166666667}",418.056
2994,"{'latitude': 21.0007851, 'longitude': 83.076876}",625.738
2995,"{'latitude': 20.5670205, 'longitude': 85.950264}",506
2996,"{'latitude': 20.6323982, 'longitude': 86.7153365}",320.411
2997,"{'latitude': 19.4560581, 'longitude': 82.4042665}",788.112
2998,"{'latitude': 18.9588729, 'longitude': 84.2246436}",433.444
2999,"{'latitude': 21.8530253, 'longitude': 85.8171827}",307
3000,"{'latitude': 18.553556666666665, 'longitude': 82.20836666666666}",306.666
3001,"{'latitude': 20.7693826, 'longitude': 86.1528155}",588.087
3002,"{'latitude': 19.3501925, 'longitude': 83.7861134}",342
3003,"{'latitude': 22.2649141, 'longitude': 86.1744908}",671.581
3004,"{'latitude': 20.9335872, 'longitude': 83.5625}",350
3005,"{'latitude': 21.2128996, 'longitude': 86.5520157}",316.419
3006,"{'latitude': 20.8656247, 'longitude': 84.0548309}",330.998
3007,"{'latitude': 21.516353333333335, 'longitude': 86.52793666666666}",834.589
3008,"{'latitude': 18.6005211, 'longitude': 82.9051462}",347.889
3009,"{'latitude': 18.557155, 'longitude': 82.21690833333334}",404.889
3010,"{'latitude': 18.559526666666667, 'longitude': 82.20864166666667}",353.778
3011,"{'latitude': 20.818857, 'longitude': 86.2001194}",513.834
3012,"{'latitude': 21.8072609, 'longitude': 83.6164377}",316
3013,"{'latitude': 20.5022385, 'longitude': 82.671432}",398.667
3014,"{'latitude': 19.340545, 'longitude': 82.51433}",813.777
3015,"{'latitude': 21.6520364, 'longitude': 86.8084663}",457.255
3016,"{'latitude': 20.4253754, 'longitude': 86.47651690000001}",317
3017,"{'latitude': 20.7512424, 'longitude': 82.8613254}",336.111
3018,"{'latitude': 20.4182976, 'longitude': 85.3496123}",736.136
3019,"{'latitude': 21.6356722, 'longitude': 85.6078915}",331
3020,"{'latitude': 18.545395, 'longitude': 82.19871666666667}",314.445
3021,"{'latitude': 20.4001352, 'longitude': 86.349374}",1039.994
3022,"{'latitude': 20.4477889, 'longitude': 83.2403827}",446.166
3023,"{'latitude': 21.3720607, 'longitude': 83.7828228}",761.17
3024,"{'latitude': 21.614184, 'longitude': 87.175171}",454
3025,"{'latitude': 22.2987345, 'longitude': 84.3101511}",344.499
3026,"{'latitude': 20.8662949, 'longitude': 84.047327}",343.5
3027,"{'latitude': 20.6850965, 'longitude': 83.4738793}",892.38
3028,"{'latitude': 20.9882135, 'longitude': 85.9876434}",518.25
3029,"{'latitude': 19.221681666666665, 'longitude': 83.766855}",369.555
3030,"{'latitude': 19.624386666666666, 'longitude': 83.49287}",1031.889
3031,"{'latitude': 20.9880401, 'longitude': 86.6350059}",316.419
3032,"{'latitude': 20.2300519, 'longitude': 83.1381164}",352
3033,"{'latitude': 20.4193618, 'longitude': 85.5483491}",483.917
3034,"{'latitude': 21.6491375, 'longitude': 85.5953568}",331
3035,"{'latitude': 18.9494491, 'longitude': 84.2805208}",371.445
3036,"{'latitude': 20.3025868, 'longitude': 86.045948}",330.498
3037,"{'latitude': 18.8122367, 'longitude': 82.7116506}",695.778
3038,"{'latitude': 19.3057936, 'longitude': 83.5302853}",330.444
3039,"{'latitude': 20.176098333333332, 'longitude': 82.990995}",450.111
3040,"{'latitude': 19.5067147, 'longitude': 83.3096164}",422.556
3041,"{'latitude': 20.7721091, 'longitude': 85.3992509}",1046.246
3042,"{'latitude': 20.3881359, 'longitude': 85.5514419}",483.917
3043,"{'latitude': 18.886068333333334, 'longitude': 83.16437166666667}",387.222
3044,"{'latitude': 20.2545596, 'longitude': 82.9805673}",330.5
3045,"{'latitude': 18.5536268, 'longitude': 82.2083559}",315.444
3046,"{'latitude': 21.9371148, 'longitude': 86.10137}",701
3047,"{'latitude': 17.980293333333332, 'longitude': 81.56903833333334}",424.778
3048,"{'latitude': 22.1518692, 'longitude': 84.1048272}",360.079
3049,"{'latitude': 20.7010713, 'longitude': 86.1338761}",707.079
3050,"{'latitude': 20.2968693, 'longitude': 82.7562568}",572.834
3051,"{'latitude': 21.563526500000002, 'longitude': 83.511227}",309.5
3052,"{'latitude': 20.7693943, 'longitude': 86.1527981}",447.67
3053,"{'latitude': 20.2921862, 'longitude': 83.3038523}",359.667
3054,"{'latitude': 18.613651666666666, 'longitude': 82.12684166666666}",507.111
3055,"{'latitude': 21.4943898, 'longitude': 83.9859783}",1037.507
3056,"{'latitude': 20.9664953, 'longitude': 86.0620329}",420.666
3057,"{'latitude': 22.1848531, 'longitude': 86.1152277}",306.502
3058,"{'latitude': 20.5246969, 'longitude': 82.5949406}",401.166
3059,"{'latitude': 21.174947, 'longitude': 83.4409678}",404.807
3060,"{'latitude': 22.2262297, 'longitude': 84.8666246}",306.586
3061,"{'latitude': 18.494855, 'longitude': 82.4081}",530.667
3062,"{'latitude': 21.276777, 'longitude': 86.6146905}",471.917
3063,"{'latitude': 21.4480228, 'longitude': 83.990847}",360.917
3064,"{'latitude': 19.3577512, 'longitude': 82.6779257}",386.222
3065,"{'latitude': 19.859172, 'longitude': 82.9319773}",581.778
3066,"{'latitude': 20.8193338, 'longitude': 86.2016019}",392.25
3067,"{'latitude': 19.276146666666666, 'longitude': 82.23810166666667}",330.222
3068,"{'latitude': 19.50959, 'longitude': 83.311185}",497.223
3069,"{'latitude': 21.2002829, 'longitude': 86.8017492}",300
3070,"{'latitude': 20.2920421, 'longitude': 83.3380951}",393.111
3071,"{'latitude': 19.8592435, 'longitude': 82.9321033}",798.421
3072,"{'latitude': 19.227295, 'longitude': 82.16426666666666}",326.223
3073,"{'latitude': 22.4433719, 'longitude': 86.0744587}",365.332
3074,"{'latitude': 19.141796666666668, 'longitude': 82.32510166666667}",513
3075,"{'latitude': 21.4403092, 'longitude': 86.3443704}",449.664
3076,"{'latitude': 22.523797, 'longitude': 86.0800021}",423
3077,"{'latitude': 20.4889471, 'longitude': 86.2878754}",379.423
3078,"{'latitude': 20.8389047, 'longitude': 84.3221198}",770.208
3079,"{'latitude': 21.8693772, 'longitude': 86.6920958}",381.751
3080,"{'latitude': 19.2383227, 'longitude': 82.7896636}",438.333
3081,"{'latitude': 20.6379822, 'longitude': 86.3351801}",748.75
3082,"{'latitude': 20.6914629, 'longitude': 83.9920042}",318.415
3083,"{'latitude': 18.44191, 'longitude': 82.01918833333333}",1031.889
